book_id,processed_dir,title,genre_primary,chunk_index,pc,direction,score,text_preview
35,time_machine,The Time Machine,Sci-Fi,314,PC4,negative,-0.363736629486084,"of it—and with brown spots and smears upon the ivory, and bits of grass and moss upon the lower parts, and one rail bent awry. The Time Traveller put the lamp down on the bench, and ran his hand along the damaged rail. “"
35,time_machine,The Time Machine,Sci-Fi,51,PC4,negative,-0.36316239833831787,"Machine, and showed you the actual thing itself, incomplete in the workshop. There it is now, a little travel-worn, truly; and one of the ivory bars is cracked, and a brass rail bent; but the rest of it’s sound enough. I"
1661,adventures_sherlock_holmes,The Adventures of Sherlock Holmes,Mystery,133,PC4,negative,-0.35459035634994507,"an opinion upon the subject in the course of a day or two. To-day is Saturday, and I hope that by Monday we may come to a conclusion.” “Well, Watson,” said Holmes when our visitor had left us, “what do you make of it all"
345,dracula,Dracula,Horror,1120,PC4,negative,-0.3422938585281372,"steps, till the lot of them went away cussin’.” I thought that with this description I could find the house, so, having paid my friend for his information, I started off for Piccadilly. I had gained a new painful experie"
11,alice_s_adventures_wonderland,Alice's Adventures in Wonderland,Fantasy,96,PC4,negative,-0.33583682775497437,"(it was exactly three inches high). “But I’m not used to it!” pleaded poor Alice in a piteous tone. And she thought of herself, “I wish the creatures wouldn’t be so easily offended!” “You’ll get used to it in time,” said"
1184,count_monte_cristo,The Count of Monte Cristo,Adventure,1099,PC4,negative,-0.3285716772079468,"netted silk purse. 20061m “Saved, my child!” said Morrel; “what do you mean?” “Yes, saved—saved! See, see!” said the young girl. Morrel took the purse, and started as he did so, for a vague remembrance reminded him that "
55,wonderful_wizard_oz,The Wonderful Wizard of Oz,Fantasy,258,PC5,positive,0.40082675218582153,"Dorothy, clapping her hands. “Oh, let us start for the Emerald City tomorrow!” This they decided to do. The next day they called the Winkies together and bade them good-bye. The Winkies were sorry to have them go, and th"
55,wonderful_wizard_oz,The Wonderful Wizard of Oz,Fantasy,270,PC5,positive,0.3734208047389984,"a winged laugh; “but as we have a long journey before us, I will pass the time by telling you about it, if you wish.” “I shall be glad to hear it,” she replied. “Once,” began the leader, “we were a free people, living ha"
55,wonderful_wizard_oz,The Wonderful Wizard of Oz,Fantasy,175,PC5,positive,0.3568175733089447,"and the Tin Woodman and the Lion, and even on little Toto; and all were locked fast with the key. Then the Guardian of the Gates put on his own glasses and told them he was ready to show them to the Palace. Taking a big "
1184,count_monte_cristo,The Count of Monte Cristo,Adventure,63,PC5,positive,0.35579100251197815,"boats ashore. The request was granted; and three months afterwards, around the twelve or fifteen small vessels which had brought these gypsies of the sea, a small village sprang up. This village, constructed in a singula"
16,peter_pan,Peter Pan,Fantasy,87,PC5,positive,0.344951331615448,"of houses? It is to listen to the stories. O Wendy, your mother was telling you such a lovely story.” “Which story was it?” “About the prince who couldn’t find the lady who wore the glass slipper.” “Peter,” said Wendy ex"
16,peter_pan,Peter Pan,Fantasy,0,PC5,positive,0.34045156836509705,Peter Pan [PETER AND WENDY] by J. M. Barrie [James Matthew Barrie] A Millennium Fulcrum Edition produced in 1991 by Duncan Research. Note that while a copyright was initially claimed for the labor involved in digitizatio
175,phantom_opera,The Phantom of the Opera,Gothic,852,PC5,positive,0.3388650417327881,"come stage upholsterers, whose sole duty is to lay carpets, hang curtains, etc.; gas-men, and a squad of firemen. Claqueurs, call-boys, property-men, dressers, coiffeurs, supernumeraries, and artists, follow. The supernu"
175,phantom_opera,The Phantom of the Opera,Gothic,155,PC5,positive,0.3370545506477356,"again on tiptoe, sighing for her Scandinavian skies. Daae seemed not to recover his strength until the summer, when the whole family went to stay at Perros-Guirec, in a far-away corner of Brittany, where the sea was of t"
16,peter_pan,Peter Pan,Fantasy,214,PC5,positive,0.33002781867980957,"pretty story, and the end shows how grateful a bird can be; but if we tell it we must also tell the whole adventure of the lagoon, which would of course be telling two adventures rather than just one. A shorter adventure"
1184,count_monte_cristo,The Count of Monte Cristo,Adventure,1284,PC5,positive,0.322375625371933,"and figure of Teresa, and Teresa was as handsome as Carmela. On the evening of the ball Teresa was attired in her best, her most brilliant ornaments in her hair, and gayest glass beads,—she was in the costume of the wome"
521,robinson_crusoe,Robinson Crusoe,Adventure,577,PC5,positive,0.3204570710659027,"was the madness of it so great as to the compass, for if it was ten miles about, I was like to have time enough to do it in; but I did not consider that my goats would be as wild in so much compass as if they had had the"
175,phantom_opera,The Phantom of the Opera,Gothic,847,PC5,positive,0.31679466366767883,"the outriders' horses, and for the twenty-one horsemen acting as an escort; a station for a squad of infantry of thirty-one men and ten cent-gardes, and a stable for the horses of the latter; and, besides, a salon for fi"
11,alice_s_adventures_wonderland,Alice's Adventures in Wonderland,Fantasy,50,PC5,positive,0.30968958139419556,"a sort of circle, (“the exact shape doesn’t matter,” it said,) and then all the party were placed along the course, here and there. There was no “One, two, three, and away,” but they began running when they liked, and le"
113,secret_garden,The Secret Garden,Children's Fiction,123,PC5,positive,0.30346810817718506,"nice? Isn’t everything nice? Let us both chirp and hop and twitter. Come on! Come on!” Mary began to laugh, and as he hopped and took little flights along the wall she ran after him. Poor little thin, sallow, ugly Mary—s"
113,secret_garden,The Secret Garden,Children's Fiction,577,PC5,positive,0.30329903960227966,"which was snow-white with blossoms and musical with bees. It was like a king’s canopy, a fairy king’s. There were flowering cherry-trees near and apple-trees whose buds were pink and white, and here and there one had bur"
1661,adventures_sherlock_holmes,The Adventures of Sherlock Holmes,Mystery,406,PC5,negative,-0.4449102282524109,"the body was eventually recovered. It proved to be that of a young gentleman whose name, as it appears from an envelope which was found in his pocket, was John Openshaw, and whose residence is near Horsham. It is conject"
1661,adventures_sherlock_holmes,The Adventures of Sherlock Holmes,Mystery,340,PC5,negative,-0.44178372621536255,"beast. His cry brought back his son; but I had gained the cover of the wood, though I was forced to go back to fetch the cloak which I had dropped in my flight. That is the true story, gentlemen, of all that occurred.” “"
1661,adventures_sherlock_holmes,The Adventures of Sherlock Holmes,Mystery,695,PC5,negative,-0.4370402693748474,"said he. “An accident, I presume?” “By no means.” “What! a murderous attack?” “Very murderous indeed.” “You horrify me.” I sponged the wound, cleaned it, dressed it, and finally covered it over with cotton wadding and ca"
43,strange_case_dr_jekyll,The Strange Case of Dr. Jekyll and Mr. Hyde,Horror,86,PC5,negative,-0.43640828132629395,"sleep upon it?” asked Utterson. “I wish you to judge for me entirely,” was the reply. “I have lost confidence in myself.” “Well, I shall consider,” returned the lawyer. “And now one word more: it was Hyde who dictated th"
345,dracula,Dracula,Horror,1170,PC5,negative,-0.4124106168746948,"in my heart, and from Van Helsing’s face I gathered that he felt some fear or apprehension as to what was to come. I dreaded the words that Renfield might speak. I was positively afraid to think; but the conviction of wh"
345,dracula,Dracula,Horror,481,PC5,negative,-0.4090931713581085,"both in theory and practice, for his views are as wide as his all-embracing sympathy. I tell you these facts that you may know why I have such confidence in him. I have asked him to come at once. I shall see Miss Westenr"
43,strange_case_dr_jekyll,The Strange Case of Dr. Jekyll and Mr. Hyde,Horror,104,PC5,negative,-0.4038923680782318,"of sinners, I am the chief of sufferers also. I could not think that this earth contained a place for sufferings and terrors so unmanning; and you can do but one thing, Utterson, to lighten this destiny, and that is to r"
43,strange_case_dr_jekyll,The Strange Case of Dr. Jekyll and Mr. Hyde,Horror,24,PC5,negative,-0.40338853001594543,"Mr. Utterson sighed deeply but said never a word; and the young man presently resumed. “Here is another lesson to say nothing,” said he. “I am ashamed of my long tongue. Let us make a bargain never to refer to this again"
345,dracula,Dracula,Horror,1039,PC5,negative,-0.38742151856422424,"I can only ask you to trust me. If I am refused, the responsibility does not rest with me.” I thought it was now time to end the scene, which was becoming too comically grave, so I went towards the door, simply saying:--"
120,treasure_island,Treasure Island,Adventure,595,PC5,negative,-0.3644212484359741,"“and the boy’ll tell you how I saved his life, and were deposed for it too, and you may lay to that. Doctor, when a man’s steering as near the wind as me--playing chuck-farthing with the last breath in his body, like--yo"
84,frankenstein_modern_prometheus,"Frankenstein; Or, The Modern Prometheus",Sci-Fi,727,PC5,negative,-0.3510494530200958,"I know where this thirst for vengeance may end. Miserable himself that he may render no other wretched, he ought to die. The task of his destruction was mine, but I have failed. When actuated by selfish and vicious motiv"
120,treasure_island,Treasure Island,Adventure,672,PC5,negative,-0.34353822469711304,"it was remarkable how well he bore these slights and with what unwearying politeness he kept on trying to ingratiate himself with all. Yet, I think, none treated him better than a dog, unless it was Ben Gunn, who was sti"
84,frankenstein_modern_prometheus,"Frankenstein; Or, The Modern Prometheus",Sci-Fi,589,PC5,negative,-0.3378041088581085,"one borne down as you are by so strange a misfortune. But you will, I hope, soon quit this melancholy abode, for doubtless evidence can easily be brought to free you from the criminal charge.” “That is my least concern; "
1184,count_monte_cristo,The Count of Monte Cristo,Adventure,2547,PC5,negative,-0.3216245770454407,Valentine—“permit me to state that the case in question is just one of those in which a public officer like myself cannot proceed to act without thereby incurring a dangerous responsibility. The first thing necessary to 
120,treasure_island,Treasure Island,Adventure,47,PC5,negative,-0.3207894563674927,"and Doctor Livesey came in, on his visit to my father. “Oh, doctor,” we cried, “what shall we do? Where is he wounded?” “Wounded? A fiddle-stick’s end!” said the doctor. “No more wounded than you or I. The man has had a "
